Date,ISM Manufacturing Index,Manufacturing New Orders,Manufacturing Production,Manufacturing Employment,Manufacturing Deliveries,Manufacturing Inventories,Manufacturing Customers' Inventories,Prices,Order Backlog,ISM Non-Manufacturing Index,Non-Manufacturing Business Activity,Non-Manufacturing New Orders,Non-Manufacturing Employment,Non-Manufacturing Deliveries,Non-Manufacturing Inventories,Non-Manufacturing Inventory Sentiment,Non-Manufacturing Order Backlog,Non-Manufacturing Prices
Jan-48,51.70,53.3,59.1,54.8,36.3,45.3,,72.2,,,,,,,,,,
Feb-48,50.20,51.1,55.2,55.8,37.1,43.9,,62.7,,,,,,,,,,
Mar-48,43.30,43.9,47.8,44,32.7,44.5,,69.3,,,,,,,,,,
Apr-48,45.40,44.5,49.5,43.9,41.6,46.1,,75.8,,,,,,,,,,
May-48,49.50,51.2,52.1,51.8,40.4,47,,70.8,,,,,,,,,,
Jun-48,53.00,58.1,56.8,50.8,38.4,54.7,,78.5,,,,,,,,,,
Jul-48,48.40,50.4,51.4,49.1,36.8,51.1,,77.3,,,,,,,,,,
Aug-48,45.10,46,51,46.1,31.2,46.6,,77,,,,,,,,,,
Sep-48,42.10,40.6,47.9,46.1,28.3,45.2,,66,,,,,,,,,,
Oct-48,47.20,52.1,52.7,47.5,28.7,45.4,,56.6,,,,,,,,,,
Nov-48,42.40,43.2,48.9,44,28,42.6,,51,,,,,,,,,,
Dec-48,35.00,34.5,42.1,39,17.7,37,,47.5,,,,,,,,,,
Jan-49,32.90,31.4,42,34.1,16.6,36.6,,39.6,,,,,,,,,,
Feb-49,31.30,34.2,39.6,28.3,13.1,34.9,,31.3,,,,,,,,,,
Mar-49,34.50,42.1,41.9,31.1,12.4,33.3,,31.8,,,,,,,,,,
Apr-49,35.50,42.3,44.1,31.6,16.2,27.9,,13.8,,,,,,,,,,
May-49,32.60,41.1,38.2,29,15.5,25.5,,20.1,,,,,,,,,,
Jun-49,31.60,39.8,38.4,27.2,15,24.1,,10.6,,,,,,,,,,
Jul-49,39.00,49.1,47,34.8,22.4,21.5,,28.8,,,,,,,,,,
Aug-49,47.00,55.7,58.5,40,33,26.8,,42.7,,,,,,,,,,
Sep-49,52.30,58,60.3,51.4,39.9,35.8,,47.5,,,,,,,,,,
Oct-49,51.00,58.9,54.5,43.7,46.1,40.6,,42.1,,,,,,,,,,
Nov-49,51.00,58.7,55.7,42.9,51.5,31.3,,51.1,,,,,,,,,,
Dec-49,57.30,53.1,63.3,52.6,52.2,41.7,,49.9,,,,,,,,,,
Jan-50,59.10,62.3,64.3,57.7,56.3,43.6,,62.4,,,,,,,,,,
Feb-50,60.50,62.5,66.7,51.1,68,46.4,,70.9,,,,,,,,,,
Mar-50,62.10,61.8,65.8,56.9,72,48.8,,77,,,,,,,,,,
Apr-50,68.10,71,74.8,63.4,68.8,50.6,,80.2,,,,,,,,,,
May-50,74.70,76.6,78.1,69.8,82.9,58.2,,98.2,,,,,,,,,,
Jun-50,76.60,82.6,79.1,71.9,76.5,62.1,,100,,,,,,,,,,
Jul-50,77.50,80.3,77.1,72.5,89.4,62.7,,90.7,,,,,,,,,,
Aug-50,75.80,77.1,78.7,72.3,81.7,62.3,,84.8,,,,,,,,,,
Sep-50,68.10,66.4,68.6,72.2,73.7,55.2,,84.4,,,,,,,,,,
Oct-50,59.20,49,62.9,65.6,70.3,50.6,,84.8,,,,,,,,,,
Nov-50,63.10,57.2,63.6,66.7,79.1,48.3,,85.1,,,,,,,,,,
Dec-50,67.10,67.7,62.5,65.1,87.5,49.7,,91.1,,,,,,,,,,
Jan-51,67.80,67.9,63,67.8,88.7,48,,85.1,,,,,,,,,,
Feb-51,69.30,70,61.4,73.7,93.3,42.1,,86.5,,,,,,,,,,
Mar-51,65.50,61,61.2,72,85.1,47.4,,76.6,,,,,,,,,,
Apr-51,53.50,42.3,53.5,61.9,65.7,51.8,,68.5,,,,,,,,,,
May-51,50.70,45.2,54.2,58.8,45,51.2,,63.6,,,,,,,,,,
Jun-51,45.50,39.1,48.6,56.4,36.7,48.4,,52.1,,,,,,,,,,
Jul-51,42.10,38.2,41.6,53.2,32.2,47.8,,46.4,,,,,,,,,,
Aug-51,43.60,38.5,48.4,51.7,32,46.7,,43.2,,,,,,,,,,
Sep-51,48.10,48.2,50.2,48.6,46.4,43.8,,45.7,,,,,,,,,,
Oct-51,49.60,51.7,50.3,51.1,47.2,42,,54.4,,,,,,,,,,
Nov-51,47.20,49.3,50.9,50.2,34.9,44.5,,55.6,,,,,,,,,,
Dec-51,46.50,45.3,52.8,51.8,33.6,42.6,,56.6,,,,,,,,,,
Jan-52,44.70,46.8,49.5,46.9,31.3,42.5,,51.8,,,,,,,,,,
Feb-52,41.80,42.3,49.9,44.8,24.9,39.3,,52.7,,,,,,,,,,
Mar-52,40.00,43.7,48.7,41.8,18.8,35.6,,44.7,,,,,,,,,,
Apr-52,36.70,35.8,43.5,43.3,19.4,35.4,,42.6,,,,,,,,,,
May-52,39.50,43.9,45.7,42.7,22.4,30.3,,38.8,,,,,,,,,,
Jun-52,43.30,46.3,49.5,43.5,33,33.8,,40.4,,,,,,,,,,
Jul-52,48.30,69.4,37.2,39.5,47.4,31.6,,60.1,,,,,,,,,,
Aug-52,60.40,58.5,84,63.1,41.2,30.5,,54.7,,,,,,,,,,
Sep-52,56.10,60.3,66,56.2,42.7,38.6,,57.9,,,,,,,,,,
Oct-52,56.20,59.9,65.3,57.8,43.3,38.2,,54.1,,,,,,,,,,
Nov-52,56.80,58.8,65,60.9,45,39.9,,49.7,,,,,,,,,,
Dec-52,55.80,60.4,64.3,55.6,43.5,40,,48.2,,,,,,,,,,
Jan-53,59.40,64.6,69.8,61.5,41.5,40.9,,45.1,,,,,,,,,,
Feb-53,55.40,56,62.4,61.7,41.8,44.3,,54.5,,,,,,,,,,
Mar-53,50.50,47.2,54,59.4,41.8,46.4,,73.3,,,,,,,,,,
Apr-53,51.10,52,57.3,55,38.6,43.8,,69.3,,,,,,,,,,
May-53,48.90,49.3,57.1,52.3,35.1,41.2,,72.3,,,,,,,,,,
Jun-53,48.50,48.3,55.2,53.8,33.3,44.6,,69.7,,,,,,,,,,
Jul-53,46.30,44.2,53.1,54.4,28.5,45.6,,62,,,,,,,,,,
Aug-53,43.50,42.1,50.7,48.1,26.5,46.2,,55.8,,,,,,,,,,
Sep-53,40.20,39.9,46.8,43.8,23.2,43.3,,43.8,,,,,,,,,,
Oct-53,37.40,38,44.6,37.9,20.7,41.3,,45.1,,,,,,,,,,
Nov-53,36.90,40.9,43.4,35.8,20.2,35.5,,47,,,,,,,,,,
Dec-53,35.60,37.5,41.3,36.6,21.8,34.2,,47.7,,,,,,,,,,
Jan-54,37.40,42.9,45,31.5,23.6,34.2,,40.5,,,,,,,,,,
Feb-54,40.70,50.3,46,34.8,26.9,30.9,,41.6,,,,,,,,,,
Mar-54,44.70,54.7,51.5,40.2,28,31.6,,46.6,,,,,,,,,,
Apr-54,47.70,58.4,55.4,42.4,30.3,33.2,,49.7,,,,,,,,,,
May-54,50.10,60.2,56.3,44.5,34.3,39.1,,45.6,,,,,,,,,,
Jun-54,52.10,64.6,59.4,45.2,35.8,34.4,,52.5,,,,,,,,,,
Jul-54,51.70,63.8,57.4,44.4,38.1,35.7,,53.8,,,,,,,,,,
Aug-54,54.40,56.6,56.2,37.7,36.4,37.7,,41.7,,,,,,,,,,
Sep-54,53.50,62.2,57,49.7,43.6,40.8,,53,,,,,,,,,,
Oct-54,58.20,66.7,62.4,55.8,49.5,40.5,,57.6,,,,,,,,,,
Nov-54,58.80,66,63,55.1,51.9,44.7,,57.8,,,,,,,,,,
Dec-54,63.80,73.6,70.5,55.8,54.5,47.1,,59.1,,,,,,,,,,
Jan-55,63.00,66.8,69.1,59,60.6,48,,66.7,,,,,,,,,,
Feb-55,67.80,73.9,70.9,63.4,67.2,51.3,,82,,,,,,,,,,
Mar-55,67.50,71.5,71,63,68.5,54.4,,69.8,,,,,,,,,,
Apr-55,68.70,70.9,73.8,63.9,71.9,54.2,,75.2,,,,,,,,,,
May-55,69.50,72.9,73.5,66.2,68.7,56.6,,81,,,,,,,,,,
Jun-55,63.30,60.9,65.5,61.2,65.7,65.2,,75.9,,,,,,,,,,
Jul-55,66.20,67.1,72.1,60.9,67,58.4,,80.4,,,,,,,,,,
Aug-55,64.80,70.4,67.1,59.2,64.3,54.2,,79.5,,,,,,,,,,
Sep-55,62.40,63.7,64.3,59.7,66.3,53.5,,82.2,,,,,,,,,,
Oct-55,63.70,66.3,65.1,60.9,66.5,53.5,,80.5,,,,,,,,,,
Nov-55,62.00,61.5,63.9,61.3,64.9,55.5,,77.3,,,,,,,,,,
Dec-55,65.60,66.6,72.4,63.9,61.4,55.4,,80,,,,,,,,,,
Jan-56,60.20,61.8,64,62.3,53.5,52.2,,82.7,,,,,,,,,,
Feb-56,58.20,56.2,63.5,61,51.3,56.1,,83.5,,,,,,,,,,
Mar-56,57.20,57.3,61,56.9,51,57.2,,87.7,,,,,,,,,,
Apr-56,55.90,55.9,58.9,54.8,51,57.5,,87.5,,,,,,,,,,
May-56,51.20,53,52.8,51.4,38.6,60.3,,81.7,,,,,,,,,,
Jun-56,47.70,48.9,49.2,43.9,41,58.4,,65.7,,,,,,,,,,
Jul-56,44.20,44.4,38,40.8,53.9,51.5,,74.7,,,,,,,,,,
Aug-56,51.50,54.3,51.5,50.3,46.8,52.1,,76.3,,,,,,,,,,
Sep-56,55.50,60.5,60.2,52.9,42.8,53.1,,79.5,,,,,,,,,,
Oct-56,52.70,55.6,56.7,52.2,40.1,53.6,,78.1,,,,,,,,,,
Nov-56,55.00,57,62.3,56,44.6,44.6,,80.1,,,,,,,,,,
Dec-56,52.70,52.8,57.7,55.4,39.5,54.3,,78.9,,,,,,,,,,
Jan-57,53.60,57.6,56.6,56.6,36.3,53.9,,87.1,,,,,,,,,,
Feb-57,51.00,52.5,57.9,53.8,31.2,53.1,,76.9,,,,,,,,,,
Mar-57,47.50,51.1,52.1,52.5,26.3,46.6,,65.3,,,,,,,,,,
Apr-57,43.10,49.2,47.9,40.3,28.9,39.9,,59.2,,,,,,,,,,
May-57,43.40,46.1,49.9,41.9,30,41.8,,57.4,,,,,,,,,,
Jun-57,45.90,49.8,53.6,45.1,30,40.7,,62.9,,,,,,,,,,
Jul-57,45.70,47.6,49.2,45.5,36.8,45.3,,78.7,,,,,,,,,,
Aug-57,45.30,48.8,51.3,43.1,30.8,46,,65.7,,,,,,,,,,
Sep-57,45.80,53.8,50.6,42.1,28.8,42.6,,63,,,,,,,,,,
Oct-57,41.10,46.4,42.9,36.6,32.6,42.7,,60.5,,,,,,,,,,
Nov-57,40.40,47.2,44.4,34.8,27.8,39.7,,54.8,,,,,,,,,,
Dec-57,36.80,42.8,40,30.4,27.3,38,,55.5,,,,,,,,,,
Jan-58,33.40,35.2,34.9,29.7,30.3,35.8,,50.8,,,,,,,,,,
Feb-58,37.20,47.3,37.8,27.9,31,33.1,,46.5,,,,,,,,,,
Mar-58,39.80,45.3,45.1,33.4,34,31.3,,47.6,,,,,,,,,,
Apr-58,39.10,47.2,41,31.5,35.5,30.8,,42.5,,,,,,,,,,
May-58,46.60,56.7,52.6,39.7,38.5,27.7,,45.8,,,,,,,,,,
Jun-58,51.40,60.8,58.9,46.7,39.2,32.2,,49.6,,,,,,,,,,
Jul-58,54.70,66.5,61.2,47.6,43,34.6,,52.3,,,,,,,,,,
Aug-58,57.30,65.2,64.5,52.1,44.7,44.8,,65.2,,,,,,,,,,
Sep-58,59.80,67,66.8,55.5,51.1,42.5,,62.6,,,,,,,,,,
Oct-58,62.30,67.9,70,59.6,52.4,46.4,,73.3,,,,,,,,,,
Nov-58,62.70,68.5,68.3,58,55.8,51,,66.3,,,,,,,,,,
Dec-58,60.50,64.7,63.9,59,56.4,49,,63.2,,,,,,,,,,
Jan-59,64.40,69,70.7,60.8,61.8,45.5,,59.1,,,,,,,,,,
Feb-59,66.90,70.5,70.3,62.5,67.3,55.5,,66.6,,,,,,,,,,
Mar-59,67.10,70.2,71.2,62.3,66.3,58.4,,68.9,,,,,,,,,,
Apr-59,66.90,66.9,72.1,63.6,64.8,63.4,,63.6,,,,,,,,,,
May-59,68.20,69.9,73.9,64.8,63,63.8,,65.1,,,,,,,,,,
Jun-59,64.40,64.2,66.3,62.2,63.7,65.6,,69.5,,,,,,,,,,
Jul-59,61.50,61.3,64.8,59,59.1,62,,63.9,,,,,,,,,,
Aug-59,55.10,54.4,57.4,53.6,57.4,50.9,,57.6,,,,,,,,,,
Sep-59,48.30,43.7,50.9,48,57.5,42.3,,61.6,,,,,,,,,,
Oct-59,49.70,50,50.4,47.3,58.5,39.1,,63.1,,,,,,,,,,
Nov-59,50.60,51.1,51.9,48.8,54.6,43.4,,65.1,,,,,,,,,,
Dec-59,58.20,62.8,61.7,54.8,53.7,49.1,,63.6,,,,,,,,,,
Jan-60,61.50,65.4,71.9,60.8,46.2,48.3,,63.8,,,,,,,,,,
Feb-60,52.30,52.5,58.6,57.2,31.7,56.6,,60.9,,,,,,,,,,
Mar-60,47.80,52.2,52.4,48,28.8,50.7,,57.3,,,,,,,,,,
Apr-60,45.30,52,49.8,42,28.9,45.5,,60.4,,,,,,,,,,
May-60,42.60,45.8,45,42.5,32.3,42.5,,57,,,,,,,,,,
Jun-60,44.40,49.2,48.5,39.7,34.8,43.9,,52.6,,,,,,,,,,
Jul-60,43.70,45.7,48.2,42.1,35.8,41.9,,49.9,,,,,,,,,,
Aug-60,47.60,55.6,50.3,43.6,38,39.1,,50.6,,,,,,,,,,
Sep-60,45.40,50.5,50,40.2,37.3,40.8,,48.4,,,,,,,,,,
Oct-60,46.00,50.1,51.2,43.7,36.2,39.7,,45,,,,,,,,,,
Nov-60,44.30,48.2,45.6,43,37.6,41.7,,46.9,,,,,,,,,,
Dec-60,44.30,47.5,47.5,40.7,40.4,39.3,,46.6,,,,,,,,,,
Jan-61,43.90,47.2,47.3,39.7,39.2,40.5,,49.1,,,,,,,,,,
Feb-61,43.60,48.7,49.2,34.2,41.1,36.6,,50.3,,,,,,,,,,
Mar-61,49.10,55.2,55.4,42.2,42.1,38.9,,50.2,,,,,,,,,,
Apr-61,57.60,67.7,61.7,53.2,47.5,41.3,,51.8,,,,,,,,,,
May-61,58.90,64.8,66.6,56.3,47.9,44,,55,,,,,,,,,,
Jun-61,58.10,64,65.3,55.1,49.3,42,,50,,,,,,,,,,
Jul-61,58.20,64.5,64.3,54.1,49.4,45.3,,50.9,,,,,,,,,,
Aug-61,60.70,62.9,68.4,58.3,50.6,54.5,,52.2,,,,,,,,,,
Sep-61,63.00,69.5,66.8,61.1,50.7,56.3,,53.9,,,,,,,,,,
Oct-61,62.20,68.3,66.3,58.2,52.4,56.7,,55.5,,,,,,,,,,
Nov-61,59.00,65.1,58.3,59,51.1,54.6,,51.9,,,,,,,,,,
Dec-61,64.20,73.4,66.1,58.6,55.8,56.1,,56.3,,,,,,,,,,
Jan-62,60.90,59.4,66.4,60.3,57.1,59,,57.1,,,,,,,,,,
Feb-62,61.10,61.8,64.7,60.5,56.2,58.6,,54.7,,,,,,,,,,
Mar-62,60.60,60.1,66.9,57.6,57,57.5,,56.8,,,,,,,,,,
Apr-62,55.10,57.3,57.4,55.6,47.4,53.5,,53.6,,,,,,,,,,
May-62,52.20,53.6,55.3,52.3,45.2,50.3,,52,,,,,,,,,,
Jun-62,50.80,52.5,54.8,51.6,43.3,46.4,,51.7,,,,,,,,,,
Jul-62,51.00,53.2,54.7,51.2,45.1,43.8,,51.6,,,,,,,,,,
Aug-62,49.50,52.9,52.5,47,43.7,45.2,,47.7,,,,,,,,,,
Sep-62,50.00,53,52.4,49.7,45.1,42.5,,45.4,,,,,,,,,,
Oct-62,51.20,53.6,54,49.9,46.7,46.2,,43.9,,,,,,,,,,
Nov-62,53.80,57.8,56.9,48.7,48.7,51.5,,47.1,,,,,,,,,,
Dec-62,57.20,59.7,63.3,54.6,50.1,50.1,,47.3,,,,,,,,,,
Jan-63,55.20,60.9,56.5,52.5,50.4,47.4,,48.5,,,,,,,,,,
Feb-63,55.10,60.4,57.7,50.2,51,48.3,,51.7,,,,,,,,,,
Mar-63,54.70,57.5,56.3,52.4,54.9,46.8,,47.5,,,,,,,,,,
Apr-63,57.60,60.6,61,52.7,58.2,48.6,,55,,,,,,,,,,
May-63,59.80,66.9,60.4,53.5,56.4,54.2,,67.1,,,,,,,,,,
Jun-63,58.20,61.9,60.6,52.6,56.3,55,,58.7,,,,,,,,,,
Jul-63,55.50,60.1,60.4,52,43.6,54,,61,,,,,,,,,,
Aug-63,55.10,62,56.8,51.1,48.5,48.1,,59.8,,,,,,,,,,
Sep-63,56.90,59.8,63.2,54.8,49.7,47.9,,57.8,,,,,,,,,,
Oct-63,57.70,64,63.3,54.5,47.4,46.4,,76.9,,,,,,,,,,
Nov-63,57.50,63.7,64.1,53.5,48.7,43.7,,66.2,,,,,,,,,,
Dec-63,54.00,58.6,60.7,48.4,47.6,44.2,,64.4,,,,,,,,,,
Jan-64,57.10,61.3,63.3,51.4,55.3,42.9,,60,,,,,,,,,,
Feb-64,57.90,61.8,64,52.7,51.9,50.4,,60.1,,,,,,,,,,
Mar-64,60.20,61.7,64.4,55.2,60.3,54.6,,60.6,,,,,,,,,,
Apr-64,59.20,63.6,60.6,55.2,57.7,53.1,,65.4,,,,,,,,,,
May-64,58.70,59.9,61,56,61.4,50.3,,60.3,,,,,,,,,,
Jun-64,60.10,64.7,62.1,55.7,57.6,53.5,,58.9,,,,,,,,,,
Jul-64,62.90,69.9,63.7,56.3,61.8,55.5,,60.9,,,,,,,,,,
Aug-64,63.30,68,63.9,58,66.2,53.5,,61.7,,,,,,,,,,
Sep-64,63.30,63.3,64.9,56.8,71.9,59,,64.8,,,,,,,,,,
Oct-64,60.70,58.9,61.8,55,71.2,59.1,,68.8,,,,,,,,,,
Nov-64,61.80,60.7,62.1,57.3,70.3,61,,68.5,,,,,,,,,,
Dec-64,62.40,64.4,63.5,55.2,67.8,59.5,,69.6,,,,,,,,,,
Jan-65,61.00,62.3,58.2,56.7,68.5,61.4,,70.7,,,,,,,,,,
Feb-65,62.10,63.2,59.8,58.3,68.1,63.2,,64.8,,,,,,,,,,
Mar-65,64.90,68.7,65.7,61.2,65.9,57.8,,64.5,,,,,,,,,,
Apr-65,62.00,59.8,62.6,59.2,69.4,61.9,,68.7,,,,,,,,,,
May-65,61.30,60.2,62.4,56.4,68.9,60.6,,70,,,,,,,,,,
Jun-65,58.70,57.4,57.5,55.4,69.3,55.8,,73.2,,,,,,,,,,
Jul-65,58.10,56.6,59,56.2,65.1,53.8,,71.8,,,,,,,,,,
Aug-65,58.10,56,56.6,58,65.4,57.2,,70.5,,,,,,,,,,
Sep-65,61.00,63.6,63.8,56.2,61.2,55.7,,66.3,,,,,,,,,,
Oct-65,58.60,62,60.5,56.9,59.1,46.5,,68.6,,,,,,,,,,
Nov-65,59.40,61.9,60.9,54.7,65.1,48.7,,70.6,,,,,,,,,,
Dec-65,62.80,62.9,64.4,60.2,73.5,47.4,,67,,,,,,,,,,
Jan-66,65.80,66.5,68.4,62.6,74.9,49.7,,75.9,,,,,,,,,,
Feb-66,65.50,66.1,66.1,61.2,80.1,48.7,,80.9,,,,,,,,,,
Mar-66,65.70,64.3,63.8,61.5,86.4,52.3,,85.7,,,,,,,,,,
Apr-66,64.20,64.3,63.1,59.9,79.3,53,,83.9,,,,,,,,,,
May-66,57.70,52.7,55.5,57,74.6,53.8,,83.3,,,,,,,,,,
Jun-66,59.00,55.9,57.6,58.8,71.6,53.3,,81.5,,,,,,,,,,
Jul-66,60.30,56.3,59.3,58.9,73.1,57.9,,79.7,,,,,,,,,,
Aug-66,58.50,53.3,57.7,56.4,74.3,57,,79.5,,,,,,,,,,
Sep-66,58.70,55.2,57.9,56.5,72.4,54.8,,73.7,,,,,,,,,,
Oct-66,57.20,51.6,57,56.9,68.7,58.2,,70.3,,,,,,,,,,
Nov-66,53.70,46.8,54.2,55.6,62.6,55.6,,71.9,,,,,,,,,,
Dec-66,52.40,48.8,54.1,50.7,57.9,53.7,,67.6,,,,,,,,,,
Jan-67,49.10,46.2,54.1,48.3,48.2,48.2,,72.9,,,,,,,,,,
Feb-67,47.60,45.1,50.4,47.6,49.9,45.3,,61.8,,,,,,,,,,
Mar-67,45.30,45.3,48.7,46.3,38,45.6,,54,,,,,,,,,,
Apr-67,42.80,46.4,44.3,41.8,36.9,39.4,,56.3,,,,,,,,,,
May-67,44.50,47.6,48,45.5,34.4,39.7,,56.1,,,,,,,,,,
Jun-67,46.80,51.8,50.7,45.8,36.5,39.6,,58.4,,,,,,,,,,
Jul-67,49.50,53.7,53.4,50.2,40.9,38.1,,63.9,,,,,,,,,,
Aug-67,52.20,55.4,56.4,52.9,44.8,41.7,,67.5,,,,,,,,,,
Sep-67,54.90,62,57.4,51.6,46.5,46.8,,75.2,,,,,,,,,,
Oct-67,54.10,55.8,57.7,52.4,51.1,48,,78.7,,,,,,,,,,
Nov-67,54.20,57,58.6,51.5,51.4,44.4,,83.8,,,,,,,,,,
Dec-67,55.60,59.4,58.7,51.5,49.9,53.8,,79.6,,,,,,,,,,
Jan-68,56.60,60.1,59.3,53.2,50.6,54.8,,78,,,,,,,,,,
Feb-68,55.00,56.6,58.1,50.3,53.9,53.7,,76.3,,,,,,,,,,
Mar-68,53.80,55.7,55.8,50.1,54,50.7,,76.1,,,,,,,,,,
Apr-68,58.00,64.5,60.1,53.5,49,54.9,,71.5,,,,,,,,,,
May-68,55.30,56.2,60,53.1,49.4,54,,69.2,,,,,,,,,,
Jun-68,53.50,54.3,54.9,52.6,49.9,55,,70.4,,,,,,,,,,
Jul-68,54.10,54.5,56.5,48.2,55.9,55.8,,67.1,,,,,,,,,,
Aug-68,52.70,53.8,56.1,49.5,47.8,54.2,,74.3,,,,,,,,,,
Sep-68,51.80,55.4,57,47.1,48.4,42.4,,72.4,,,,,,,,,,
Oct-68,55.80,58.5,61.1,52.6,53.3,44.3,,70.8,,,,,,,,,,
Nov-68,58.10,61.3,59.8,56.4,61,43.5,,69.5,,,,,,,,,,
Dec-68,56.10,56.7,60.6,52.8,58.3,46.3,,76.8,,,,,,,,,,
Jan-69,54.90,54.4,57.1,51.9,63.6,44.2,,77.1,,,,,,,,,,
Feb-69,57.00,57.9,59.1,56.1,60.1,46.3,,79.6,,,,,,,,,,
Mar-69,57.10,59.3,58.8,53.8,60.5,47.6,,79.4,,,,,,,,,,
Apr-69,55.20,54.4,55.1,52.7,63.9,49.2,,78.8,,,,,,,,,,
May-69,56.70,57.6,56.3,52.8,64.9,50.7,,79.3,,,,,,,,,,
Jun-69,55.50,52.7,56.9,53.1,67,47.8,,80.9,,,,,,,,,,
Jul-69,53.10,49.8,51.2,53,65.7,49.3,,80.9,,,,,,,,,,
Aug-69,54.80,51.5,54.1,51.2,70.3,50.9,,84.4,,,,,,,,,,
Sep-69,54.10,50.4,54.8,50.3,68.9,49.4,,83.2,,,,,,,,,,
Oct-69,54.60,51.9,53.2,51.3,66.8,54.2,,85.3,,,,,,,,,,
Nov-69,53.20,50.6,51.2,50.4,64.1,55.6,,81.8,,,,,,,,,,
Dec-69,52.00,48,50.3,49.6,66.8,51.5,,82.2,,,,,,,,,,
Jan-70,48.70,45.8,48.1,46.3,57.9,50.2,,80.6,,,,,,,,,,
Feb-70,47.40,45.8,45.9,43.3,57.7,48.6,,74.5,,,,,,,,,,
Mar-70,46.90,45.2,47.3,44.8,49.3,51.4,,67.8,,,,,,,,,,
Apr-70,45.00,45.7,45.5,40.7,48.7,44.3,,75.1,,,,,,,,,,
May-70,47.20,45.3,45.2,40.8,67.2,40.4,,78.3,,,,,,,,,,
Jun-70,51.10,53.2,49.7,41.4,66.1,45.3,,73.8,,,,,,,,,,
Jul-70,49.50,52.5,54.5,40.6,49.8,45.4,,72.4,,,,,,,,,,
Aug-70,47.30,51.8,49.7,40.1,46.1,43.8,,68.6,,,,,,,,,,
Sep-70,44.10,44.2,45.1,39.5,46.5,47.2,,70.6,,,,,,,,,,
Oct-70,42.40,44.7,44.1,37.6,39,45.7,,67.8,,,,,,,,,,
Nov-70,39.70,43.3,38.5,33.8,37.8,46.3,,68.1,,,,,,,,,,
Dec-70,45.40,51.2,46.8,41.4,37.5,44.4,,64.5,,,,,,,,,,
Jan-71,47.90,55.4,50.5,40,39.8,47.4,,65.1,,,,,,,,,,
Feb-71,54.80,62.8,60,47.7,44.2,48,,64.6,,,,,,,,,,
Mar-71,51.20,56.2,54.4,44.3,45,51.2,,67,,,,,,,,,,
Apr-71,54.50,59.6,58.1,45.7,48.9,55.5,,70.8,,,,,,,,,,
May-71,54.20,57,58.9,47.4,49.4,55.1,,71.6,,,,,,,,,,
Jun-71,53.80,57.9,55.4,47.5,47.9,59,,78.1,,,,,,,,,,
Jul-71,54.40,57.8,56.8,49.5,47.4,58.9,,72.6,,,,,,,,,,
